"Analyze","Id Heavy","Definition Heavy","Id Light","Definition Light","Source","Reference","Antigen","%id","e-value"
"","ABL14159","single chain antibody SC-4 [synthetic construct].","ABL14159","single chain antibody SC-4 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","3e-98"
"","AF509586","Synthetic construct DM-508 recombinant single chain Fv antibody            gene, partial cds.","AF509586","Synthetic construct DM-508 recombinant single chain Fv antibody            gene, partial cds.","synthetic construct","Direct Submission","","70.92","4e-98"
"","DQ250173","Synthetic construct clone FC-6 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250173","Synthetic construct clone FC-6 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.02","4e-98"
"","AX814399","Sequence 24 from Patent WO03064648.","AX814399","Sequence 24 from Patent WO03064648.","synthetic construct","Method of making libraries of anti-ligands","","72.62","4e-98"
"","CAA54315","immunoglobulin heavy chain [Homo sapiens].","CAA54316","immunoglobulin lambda chain [Homo sapiens].","Homo sapiens (human)","Nucleotide sequences of variable regions of an human            anti-acetylcholine receptor autoantibody derived from a myasthenic             patient","","70.40","4e-98"
"","DQ250200","Synthetic construct clone EC-16 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250200","Synthetic construct clone EC-16 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.91","5e-98"
"","EF089250","Synthetic construct single chain antibody SR-3 gene, partial cds.","EF089250","Synthetic construct single chain antibody SR-3 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","72.62","6e-98"
"","DQ250185","Synthetic construct clone FC-19 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250185","Synthetic construct clone FC-19 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.02","6e-98"
"","ABL14170","single chain antibody SR-3 [synthetic construct].","ABL14170","single chain antibody SR-3 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","72.62","6e-98"
"","EF089248","Synthetic construct single chain antibody SR-1 gene, partial cds.","EF089248","Synthetic construct single chain antibody SR-1 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.81","8e-98"
"","ABL14168","single chain antibody SR-1 [synthetic construct].","ABL14168","single chain antibody SR-1 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.81","8e-98"
"","DQ250231","Synthetic construct clone NC-13 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250231","Synthetic construct clone NC-13 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.02","9e-98"
"","AJ300789","Homo sapiens partial mRNA for immunoglobulin gamma heavy chain            variable region (IGHV3-23), clone M1-77 (m1hie77), Kawasaki disease             patient.","AJ408277","Homo sapiens partial mRNA for immunoglobulin lambda light chain            variable region (1c10.2 gene (locus 1c)), clone M1-77 (m1lie77),             Kawasaki disease patient.","Homo sapiens (human)","The B cell superantigen-like interaction of intravenous            immunoglobin (IVIG) with Fab fragments of V(H) 3-23 and 3-30/3-30.5             germline gene origin cloned from a patient with Kawasaki disease is             enhanced after IVIG therapy","","78.88","9e-98"
"","EF089245","Synthetic construct single chain antibody SC-15 gene, partial cds.","EF089245","Synthetic construct single chain antibody SC-15 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","1e-97"
"","DQ250229","Synthetic construct clone NC-10 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250229","Synthetic construct clone NC-10 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","1e-97"
"","DQ250216","Synthetic construct clone TC-13 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250216","Synthetic construct clone TC-13 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.91","1e-97"
"","DQ250206","Synthetic construct clone TC-2 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250206","Synthetic construct clone TC-2 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","72.22","1e-97"
"","DQ250202","Synthetic construct clone EC-18 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250202","Synthetic construct clone EC-18 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","1e-97"
"","DQ250191","Synthetic construct clone EC-6 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250191","Synthetic construct clone EC-6 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.23","1e-97"
"","AJ233707","Homo sapiens partial mRNA for immunoglobulin G heavy chain variable            region (IGHV3 gene), clone pComb3-NK-ib02.","AJ233728","Homo sapiens partial mRNA for immunoglobulin lambda-1 variable            region (IGLV1 gene), clone pComb3-NK-ib02.","Homo sapiens (human)","Genetic origin of IgG antibodies cloned by phage display and            anti-idiotypic panning from three patients with autoimmune             thrombocytopenia","","67.33","1e-97"
"","ABL14165","single chain antibody SC-15 [synthetic construct].","ABL14165","single chain antibody SC-15 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","1e-97"
"","EF089241","Synthetic construct single chain antibody SC-6 gene, partial cds.","EF089241","Synthetic construct single chain antibody SC-6 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","2e-97"
"","DQ250194","Synthetic construct clone EC-9 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250194","Synthetic construct clone EC-9 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.23","2e-97"
"","DQ250177","Synthetic construct clone FC-11 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250177","Synthetic construct clone FC-11 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.23","2e-97"
"","ABL14161","single chain antibody SC-6 [synthetic construct].","ABL14161","single chain antibody SC-6 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","2e-97"
"","GQ903550","Synthetic construct clone G106 human anti-CAIX antibody gene,            partial cds.","GQ903550","Synthetic construct clone G106 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","69.44","3e-97"
"","AF543344","Synthetic construct clone FSV61 recombinant single chain Fv            antibody gene, partial cds.","AF543344","Synthetic construct clone FSV61 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","73.41","3e-97"
"","DQ250196","Synthetic construct clone EC-11 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250196","Synthetic construct clone EC-11 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","3e-97"
"","DQ100859","Homo sapiens isolate N2122H immunoglobulin heavy chain variable            region (IGHV3-20) mRNA, IGHV3-20*01 allele, partial cds.","DQ098690","Homo sapiens isolate N2122L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-36*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","72.48","3e-97"
"","AB063810","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H160.","AB064031","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L160.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","68.40","4e-97"
"","AB063802","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H152.","AB064023","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L152.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","67.20","4e-97"
"","EF089249","Synthetic construct single chain antibody SR-2 gene, partial cds.","EF089249","Synthetic construct single chain antibody SR-2 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.02","5e-97"
"","DQ250232","Synthetic construct clone NC-15 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250232","Synthetic construct clone NC-15 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","72.62","5e-97"
"","DQ250205","Synthetic construct clone TC-1 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250205","Synthetic construct clone TC-1 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.12","5e-97"
"","ABL14169","single chain antibody SR-2 [synthetic construct].","ABL14169","single chain antibody SR-2 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.02","5e-97"
"","GQ903551","Synthetic construct clone G119 human anti-CAIX antibody gene,            partial cds.","GQ903551","Synthetic construct clone G119 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","69.72","6e-97"
"","AF543337","Synthetic construct clone FSV93 recombinant single chain Fv            antibody gene, partial cds.","AF543337","Synthetic construct clone FSV93 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","73.12","6e-97"
"","EA432948","Sequence 28 from patent US 7332585.","EA432948","Sequence 28 from patent US 7332585.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","70.63","6e-97"
"","EA432947","Sequence 27 from patent US 7332585.","EA432947","Sequence 27 from patent US 7332585.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","70.63","6e-97"
"","EA432737","Sequence 28 from patent US 7332580.","EA432737","Sequence 28 from patent US 7332580.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","70.63","6e-97"
"","EA432736","Sequence 27 from patent US 7332580.","EA432736","Sequence 27 from patent US 7332580.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","70.63","6e-97"
"","DQ250207","Synthetic construct clone TC-3 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250207","Synthetic construct clone TC-3 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","72.94","6e-97"
"","ACC08159","Sequence 2 from patent US 7332585.","ACC08159","Sequence 2 from patent US 7332585.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","70.63","6e-97"
"","ACC08158","Sequence 1 from patent US 7332585.","ACC08158","Sequence 1 from patent US 7332585.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","70.63","6e-97"
"","ACC07875","Sequence 2 from patent US 7332580.","ACC07875","Sequence 2 from patent US 7332580.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","70.63","6e-97"
"","ACC07874","Sequence 1 from patent US 7332580.","ACC07874","Sequence 1 from patent US 7332580.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","70.63","6e-97"
"","GQ903560","Synthetic construct clone G6 human anti-CAIX antibody gene, partial            cds.","GQ903560","Synthetic construct clone G6 human anti-CAIX antibody gene, partial            cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","70.63","7e-97"
"","DQ250211","Synthetic construct clone TC-8 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250211","Synthetic construct clone TC-8 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","7e-97"
"","DQ250225","Synthetic construct clone NC-2 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250225","Synthetic construct clone NC-2 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.02","8e-97"
"","DQ250171","Synthetic construct clone FC-4 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250171","Synthetic construct clone FC-4 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","72.62","8e-97"
"","CQ879657","Sequence 27 from Patent WO2004083248.","CQ879657","Sequence 27 from Patent WO2004083248.","synthetic construct","Antibodies to igf-i receptor for the treatment of cancers","","29.55","2.8"
