"Analyze","Id Heavy","Definition Heavy","Id Light","Definition Light","Source","Reference","Antigen","%id","e-value"
"","DQ250176","Synthetic construct clone FC-10 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250176","Synthetic construct clone FC-10 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","9e-103"
"","AF509586","Synthetic construct DM-508 recombinant single chain Fv antibody            gene, partial cds.","AF509586","Synthetic construct DM-508 recombinant single chain Fv antibody            gene, partial cds.","synthetic construct","Direct Submission","","75.40","1e-102"
"","DQ250192","Synthetic construct clone EC-7 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250192","Synthetic construct clone EC-7 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","1e-102"
"","DQ250171","Synthetic construct clone FC-4 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250171","Synthetic construct clone FC-4 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","1e-102"
"","DQ250170","Synthetic construct clone FC-2 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250170","Synthetic construct clone FC-2 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","1e-102"
"","AB063804","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H154.","AB064025","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L154.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","74.49","1e-102"
"","AF543336","Synthetic construct clone FSV91 recombinant single chain Fv            antibody gene, partial cds.","AF543336","Synthetic construct clone FSV91 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.80","2e-102"
"","AF543333","Synthetic construct clone FSV81 recombinant single chain Fv            antibody gene, partial cds.","AF543333","Synthetic construct clone FSV81 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.20","2e-102"
"","AB363074","Homo sapiens IGH mRNA for immunoglobulin heavy chain, partial cds,            clone: F003-042H.","AB363340","Homo sapiens IGL mRNA for immunoglobulin lambda light chain,            partial cds, clone: F003-042L.","Homo sapiens (human)","The repertoire of neutralizing monoclonal antibodies against H3N2            influenza viruses in human","","74.80","2e-102"
"","DQ250231","Synthetic construct clone NC-13 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250231","Synthetic construct clone NC-13 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","2e-102"
"","DQ250180","Synthetic construct clone FC-14 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250180","Synthetic construct clone FC-14 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","2e-102"
"","DQ250172","Synthetic construct clone FC-5 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250172","Synthetic construct clone FC-5 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","2e-102"
"","EF607107","Synthetic construct clone p4-7 Phl p 4-specific scFv antibody gene,            partial cds.","EF607107","Synthetic construct clone p4-7 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","77.82","3e-102"
"","DQ250216","Synthetic construct clone TC-13 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250216","Synthetic construct clone TC-13 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.20","3e-102"
"","DQ250186","Synthetic construct clone FC-20 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250186","Synthetic construct clone FC-20 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","3e-102"
"","DQ250184","Synthetic construct clone FC-18 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250184","Synthetic construct clone FC-18 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","3e-102"
"","AB063810","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H160.","AB064031","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L160.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","72.47","3e-102"
"","DQ250232","Synthetic construct clone NC-15 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250232","Synthetic construct clone NC-15 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.90","4e-102"
"","DQ250211","Synthetic construct clone TC-8 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250211","Synthetic construct clone TC-8 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","4e-102"
"","AY941956","Homo sapiens clone SC4128 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942103","Homo sapiens clone SC4128 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","75.71","4e-102"
"","EF607104","Synthetic construct clone p4-2 Phl p 4-specific scFv antibody gene,            partial cds.","EF607104","Synthetic construct clone p4-2 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","76.61","5e-102"
"","DQ250201","Synthetic construct clone EC-17 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250201","Synthetic construct clone EC-17 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","5e-102"
"","ACC08159","Sequence 2 from patent US 7332585.","ACC08159","Sequence 2 from patent US 7332585.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","75.50","5e-102"
"","ACC08158","Sequence 1 from patent US 7332585.","ACC08158","Sequence 1 from patent US 7332585.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","75.50","5e-102"
"","ACC07875","Sequence 2 from patent US 7332580.","ACC07875","Sequence 2 from patent US 7332580.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","75.50","5e-102"
"","ACC07874","Sequence 1 from patent US 7332580.","ACC07874","Sequence 1 from patent US 7332580.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","75.50","5e-102"
"","AF543343","Synthetic construct clone FSV46 recombinant single chain Fv            antibody gene, partial cds.","AF543343","Synthetic construct clone FSV46 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.80","6e-102"
"","EU095633","Synthetic construct clone TM-1 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095633","Synthetic construct clone TM-1 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","76.31","6e-102"
"","EA432948","Sequence 28 from patent US 7332585.","EA432948","Sequence 28 from patent US 7332585.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","75.50","7e-102"
"","EA432947","Sequence 27 from patent US 7332585.","EA432947","Sequence 27 from patent US 7332585.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","75.50","7e-102"
"","EA432737","Sequence 28 from patent US 7332580.","EA432737","Sequence 28 from patent US 7332580.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","75.50","7e-102"
"","EA432736","Sequence 27 from patent US 7332580.","EA432736","Sequence 27 from patent US 7332580.","Unknown.","Bispecific single chain Fv antibody molecules and methods of use            thereof","","75.50","7e-102"
"","EU095634","Synthetic construct clone TM-2 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095634","Synthetic construct clone TM-2 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","76.71","7e-102"
"","M99595","Human (clone 9F2H) Ig rearranged H-chain mRNA V-region, 5' end.","M99594","Human (clone 9F2L) Ig rearranged L-chain mRNA V-region, 5' end.","Homo sapiens (human)","Structure and specificities of anti-ganglioside autoantibodies            associated with motor neuropathies","","73.62","8e-102"
"","DQ250237","Synthetic construct clone NL2-4 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250237","Synthetic construct clone NL2-4 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","8e-102"
"","DQ250177","Synthetic construct clone FC-11 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250177","Synthetic construct clone FC-11 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","9e-102"
"","EU095637","Synthetic construct clone TM-5 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095637","Synthetic construct clone TM-5 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","76.71","1e-101"
"","DQ250223","Synthetic construct clone TC-20 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250223","Synthetic construct clone TC-20 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","1e-101"
"","DQ250207","Synthetic construct clone TC-3 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250207","Synthetic construct clone TC-3 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.59","1e-101"
"","DQ250202","Synthetic construct clone EC-18 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250202","Synthetic construct clone EC-18 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","1e-101"
"","DQ250174","Synthetic construct clone FC-7 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250174","Synthetic construct clone FC-7 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.90","1e-101"
"","DQ100859","Homo sapiens isolate N2122H immunoglobulin heavy chain variable            region (IGHV3-20) mRNA, IGHV3-20*01 allele, partial cds.","DQ098690","Homo sapiens isolate N2122L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-36*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","76.11","1e-101"
"","DQ250229","Synthetic construct clone NC-10 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250229","Synthetic construct clone NC-10 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","2e-101"
"","DQ250194","Synthetic construct clone EC-9 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250194","Synthetic construct clone EC-9 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","2e-101"
"","AY941932","Homo sapiens clone SC4102 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942079","Homo sapiens clone SC4102 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","78.54","2e-101"
"","CAA54315","immunoglobulin heavy chain [Homo sapiens].","CAA54316","immunoglobulin lambda chain [Homo sapiens].","Homo sapiens (human)","Nucleotide sequences of variable regions of an human            anti-acetylcholine receptor autoantibody derived from a myasthenic             patient","","73.68","2e-101"
