"Analyze","Id Heavy","Definition Heavy","Id Light","Definition Light","Source","Reference","Antigen","%id","e-value"
"","AJ300790","Homo sapiens partial mRNA for immunoglobulin gamma heavy chain            variable region (IGHV3-30), clone M2-4 (m2hie04), Kawasaki disease             patient.","AJ408278","Homo sapiens partial mRNA for immunoglobulin lambda light chain            variable region (1g.400B5 gene (locus 1g)), clone M2-4 (m2lie04),             Kawasaki disease patient.","Homo sapiens (human)","The B cell superantigen-like interaction of intravenous            immunoglobin (IVIG) with Fab fragments of V(H) 3-23 and 3-30/3-30.5             germline gene origin cloned from a patient with Kawasaki disease is             enhanced after IVIG therapy","","77.55","2e-97"
"","GQ903550","Synthetic construct clone G106 human anti-CAIX antibody gene,            partial cds.","GQ903550","Synthetic construct clone G106 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","72.80","3e-97"
"","DQ250184","Synthetic construct clone FC-18 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250184","Synthetic construct clone FC-18 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.40","3e-97"
"","DQ250170","Synthetic construct clone FC-2 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250170","Synthetic construct clone FC-2 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.80","3e-97"
"","AX814399","Sequence 24 from Patent WO03064648.","AX814399","Sequence 24 from Patent WO03064648.","synthetic construct","Method of making libraries of anti-ligands","","74.00","3e-97"
"","DQ250178","Synthetic construct clone FC-12 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250178","Synthetic construct clone FC-12 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.40","4e-97"
"","AF329462","Synthetic construct JL-427 recombinant single chain Fv antibody            mRNA, partial cds.","AF329462","Synthetic construct JL-427 recombinant single chain Fv antibody            mRNA, partial cds.","synthetic construct","Characterization of Lupus Antibodies to a Conserved Epitope of HIV            gp120","","75.40","5e-97"
"","DQ250236","Synthetic construct clone NL2-1 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250236","Synthetic construct clone NL2-1 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.60","5e-97"
"","AB063812","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H162.","AB064033","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L162.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","73.39","5e-97"
"","DQ250201","Synthetic construct clone EC-17 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250201","Synthetic construct clone EC-17 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.80","6e-97"
"","EU095634","Synthetic construct clone TM-2 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095634","Synthetic construct clone TM-2 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","75.20","7e-97"
"","DQ250246","Synthetic construct clone NL2-19 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250246","Synthetic construct clone NL2-19 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.80","7e-97"
"","AY315939","Synthetic construct clone 83L7D immunoglobulin gamma light chain            variable region mRNA, partial cds.","AY315917","Synthetic construct clone 83L7D immunoglobulin lambda light chain            variable region mRNA, partial cds.","synthetic construct","Human antibodies from immunized donors are protective against            anthrax toxin in vivo","","70.28","1e-96"
"","AB363165","Homo sapiens IGH mRNA for immunoglobulin heavy chain, partial cds,            clone: F032-051H.","AB363381","Homo sapiens IGL mRNA for immunoglobulin lambda light chain,            partial cds, clone: F032-051L.","Homo sapiens (human)","The repertoire of neutralizing monoclonal antibodies against H3N2            influenza viruses in human","","67.34","1e-96"
"","DQ250232","Synthetic construct clone NC-15 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250232","Synthetic construct clone NC-15 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.00","1e-96"
"","AY941942","Homo sapiens clone SC4112 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942089","Homo sapiens clone SC4112 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","73.79","1e-96"
"","HM047071","Homo sapiens anti-Venezuelan equine encephalitis virus            immunoglobulin heavy chain variable region mRNA, partial cds.","HM047070","Homo sapiens anti-Venezuelan equine encephalitis virus            immunoglobulin light chain variable region mRNA, partial cds.","Homo sapiens (human)","The first human epitope map of the alphaviral e1 and e2 proteins            reveals a new e2 epitope with significant virus neutralizing             activity","Venezuelan equine encephalitis virus","75.00","2e-96"
"","GQ903551","Synthetic construct clone G119 human anti-CAIX antibody gene,            partial cds.","GQ903551","Synthetic construct clone G119 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","72.29","2e-96"
"","AF509586","Synthetic construct DM-508 recombinant single chain Fv antibody            gene, partial cds.","AF509586","Synthetic construct DM-508 recombinant single chain Fv antibody            gene, partial cds.","synthetic construct","Direct Submission","","74.70","2e-96"
"","AF543336","Synthetic construct clone FSV91 recombinant single chain Fv            antibody gene, partial cds.","AF543336","Synthetic construct clone FSV91 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","74.50","2e-96"
"","AF543333","Synthetic construct clone FSV81 recombinant single chain Fv            antibody gene, partial cds.","AF543333","Synthetic construct clone FSV81 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","74.90","2e-96"
"","EU095633","Synthetic construct clone TM-1 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095633","Synthetic construct clone TM-1 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","74.40","2e-96"
"","DQ250242","Synthetic construct clone NL2-12 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250242","Synthetic construct clone NL2-12 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.00","2e-96"
"","DQ250239","Synthetic construct clone NL2-8 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250239","Synthetic construct clone NL2-8 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.60","2e-96"
"","DQ250225","Synthetic construct clone NC-2 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250225","Synthetic construct clone NC-2 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.00","2e-96"
"","DQ250216","Synthetic construct clone TC-13 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250216","Synthetic construct clone TC-13 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.30","2e-96"
"","DQ250197","Synthetic construct clone EC-12 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250197","Synthetic construct clone EC-12 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.40","2e-96"
"","DQ250196","Synthetic construct clone EC-11 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250196","Synthetic construct clone EC-11 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.40","2e-96"
"","AJ557893","Synthetic construct for anti-gliadin ScFv antibody, clone A2.","AJ557893","Synthetic construct for anti-gliadin ScFv antibody, clone A2.","synthetic construct","Phage display of human antibodies from a patient suffering from            coeliac disease and selection of isotype-specific scFv against             gliadin","gliadin","72.69","2e-96"
"","ADJ67790","anti-Venezuelan equine encephalitis virus immunoglobulin heavy            chain variable region [Homo sapiens].","ADJ67789","anti-Venezuelan equine encephalitis virus immunoglobulin light            chain variable region [Homo sapiens].","Homo sapiens (human)","The first human epitope map of the alphaviral e1 and e2 proteins            reveals a new e2 epitope with significant virus neutralizing             activity","Venezuelan equine encephalitis virus","75.00","2e-96"
"","DQ250231","Synthetic construct clone NC-13 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250231","Synthetic construct clone NC-13 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.40","3e-96"
"","DQ250229","Synthetic construct clone NC-10 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250229","Synthetic construct clone NC-10 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.40","3e-96"
"","DQ250223","Synthetic construct clone TC-20 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250223","Synthetic construct clone TC-20 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.20","3e-96"
"","DQ100859","Homo sapiens isolate N2122H immunoglobulin heavy chain variable            region (IGHV3-20) mRNA, IGHV3-20*01 allele, partial cds.","DQ098690","Homo sapiens isolate N2122L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-36*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","73.49","3e-96"
"","FU764044","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK.","FU764044","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK.","unidentified","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK","","75.00","4e-96"
"","GM870092","Sequence 23 from Patent WO2008131575.","GM870092","Sequence 23 from Patent WO2008131575.","synthetic construct","Anti-alk antibodies suitable for treating metastatic cancers or            tumors","","75.00","4e-96"
"","FB704743","Sequence 23 from Patent WO2007124610.","FB704743","Sequence 23 from Patent WO2007124610.","synthetic construct","Antibodies binding to the extracellular domain of the receptor            tyrosine kinase alk","","75.00","4e-96"
"","DQ250186","Synthetic construct clone FC-20 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250186","Synthetic construct clone FC-20 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.40","4e-96"
"","DQ100856","Homo sapiens isolate N1838H immunoglobulin heavy chain variable            region (IGHV3-15) mRNA, IGHV3-15*07 allele, partial cds.","DQ098717","Homo sapiens isolate N1838L immunoglobulin lambda light chain            variable region (IGLV3) mRNA, IGLV3-10*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","69.64","5e-96"
"","GQ903559","Synthetic construct clone G57 human anti-CAIX antibody gene,            partial cds.","GQ903559","Synthetic construct clone G57 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","72.40","6e-96"
"","DQ250238","Synthetic construct clone NL2-5 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250238","Synthetic construct clone NL2-5 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","72.80","6e-96"
"","GQ903557","Synthetic construct clone G40 human anti-CAIX antibody gene,            partial cds.","GQ903557","Synthetic construct clone G40 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","72.80","8e-96"
"","DQ250213","Synthetic construct clone TC-10 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250213","Synthetic construct clone TC-10 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.80","8e-96"
