"Analyze","Id Heavy","Definition Heavy","Id Light","Definition Light","Source","Reference","Antigen","%id","e-value"
"","DQ250230","Synthetic construct clone NC-11 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250230","Synthetic construct clone NC-11 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","1e-97"
"","DQ250186","Synthetic construct clone FC-20 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250186","Synthetic construct clone FC-20 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.90","1e-97"
"","AF509586","Synthetic construct DM-508 recombinant single chain Fv antibody            gene, partial cds.","AF509586","Synthetic construct DM-508 recombinant single chain Fv antibody            gene, partial cds.","synthetic construct","Direct Submission","","74.60","2e-97"
"","DQ250232","Synthetic construct clone NC-15 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250232","Synthetic construct clone NC-15 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.50","2e-97"
"","GQ903550","Synthetic construct clone G106 human anti-CAIX antibody gene,            partial cds.","GQ903550","Synthetic construct clone G106 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","72.91","3e-97"
"","AF396474","Homo sapiens clone D2 anti-thrombospondin immunoglobulin heavy            chain variable region mRNA, partial cds.","AF396475","Homo sapiens clone D2 anti-thrombospondin immunoglobulin light            chain variable region mRNA, partial cds.","Homo sapiens (human)","Single-chain antibody fragments derived from a human synthetic            phage-display library bind thrombospondin and inhibit sickle cell             adhesion","thrombospondin","77.51","3e-97"
"","AB363206","Homo sapiens IGH mRNA for immunoglobulin heavy chain, partial cds,            clone: F038-095H.","AB363399","Homo sapiens IGL mRNA for immunoglobulin lambda light chain,            partial cds, clone: F038-095L.","Homo sapiens (human)","The repertoire of neutralizing monoclonal antibodies against H3N2            influenza viruses in human","","68.27","3e-97"
"","DQ250213","Synthetic construct clone TC-10 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250213","Synthetic construct clone TC-10 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","3e-97"
"","EU095636","Synthetic construct clone TM-4 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095636","Synthetic construct clone TM-4 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","74.70","4e-97"
"","DQ250200","Synthetic construct clone EC-16 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250200","Synthetic construct clone EC-16 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.79","4e-97"
"","DQ250193","Synthetic construct clone EC-8 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250193","Synthetic construct clone EC-8 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.90","4e-97"
"","HI581395","Sequence 45 from Patent WO2010111625.","HI581395","Sequence 45 from Patent WO2010111625.","synthetic construct","Compositions and methods for using multispecific-binding proteins            comprising an antibody-receptor combination","","78.00","5e-97"
"","AM259134","Homo sapiens partial mRNA for immunoglobulin heavy chain variable            region (T14-5-HC gene), clone T14-5.","AM259144","Homo sapiens partial mRNA for immunoglobulin light chain variable            region (T14-5-LC gene), clone T14-5.","Homo sapiens (human)","Molecular characterization of the anti-idiotypic immune response of            a relapse-free neuroblastoma patient following antibody therapy: a             possible vaccine against tumors of neuroectodermal origin?","","77.29","5e-97"
"","DQ250174","Synthetic construct clone FC-7 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250174","Synthetic construct clone FC-7 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.90","5e-97"
"","DQ250220","Synthetic construct clone TC-17 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250220","Synthetic construct clone TC-17 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.30","6e-97"
"","AY941942","Homo sapiens clone SC4112 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942089","Homo sapiens clone SC4112 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","74.70","6e-97"
"","DQ250205","Synthetic construct clone TC-1 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250205","Synthetic construct clone TC-1 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.40","7e-97"
"","FU764044","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK.","FU764044","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK.","unidentified","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK","","74.80","8e-97"
"","AY315931","Synthetic construct clone 83L3B immunoglobulin gamma light chain            variable region mRNA, partial cds.","AY315918","Synthetic construct clone 83L3B immunoglobulin lambda light chain            variable region mRNA, partial cds.","synthetic construct","Human antibodies from immunized donors are protective against            anthrax toxin in vivo","","74.30","8e-97"
"","GM870092","Sequence 23 from Patent WO2008131575.","GM870092","Sequence 23 from Patent WO2008131575.","synthetic construct","Anti-alk antibodies suitable for treating metastatic cancers or            tumors","","74.80","8e-97"
"","FB704743","Sequence 23 from Patent WO2007124610.","FB704743","Sequence 23 from Patent WO2007124610.","synthetic construct","Antibodies binding to the extracellular domain of the receptor            tyrosine kinase alk","","74.80","8e-97"
"","DQ250214","Synthetic construct clone TC-11 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250214","Synthetic construct clone TC-11 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.90","8e-97"
"","DQ100905","Homo sapiens isolate P1346H immunoglobulin heavy chain variable            region (IGHV3-48) mRNA, IGHV3-48*01 allele, partial cds.","DQ098735","Homo sapiens isolate P1346L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-44*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","78.57","9e-97"
"","AJ399808","Homo sapiens partial mRNA for thyroid peroxidase-specific            immunoglobulin heavy chain variable region (IGHV gene), clone A8.","AJ399847","Homo sapiens partial mRNA for thyroid peroxidase-specific            immunoglobulin lambda chain variable region (IGLV gene), clone A8.","Homo sapiens (human)","Thyroid peroxidase autoantibodies obtained from random single chain            FV libraries contain the same heavy/light chain combinations as             occur in vivo","","75.50","9e-97"
"","EF089253","Synthetic construct single chain antibody SN-24 gene, partial cds.","EF089253","Synthetic construct single chain antibody SN-24 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.71","1e-96"
"","EU095637","Synthetic construct clone TM-5 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095637","Synthetic construct clone TM-5 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","74.90","1e-96"
"","DQ100859","Homo sapiens isolate N2122H immunoglobulin heavy chain variable            region (IGHV3-20) mRNA, IGHV3-20*01 allele, partial cds.","DQ098690","Homo sapiens isolate N2122L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-36*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","73.49","1e-96"
"","AJ300790","Homo sapiens partial mRNA for immunoglobulin gamma heavy chain            variable region (IGHV3-30), clone M2-4 (m2hie04), Kawasaki disease             patient.","AJ408278","Homo sapiens partial mRNA for immunoglobulin lambda light chain            variable region (1g.400B5 gene (locus 1g)), clone M2-4 (m2lie04),             Kawasaki disease patient.","Homo sapiens (human)","The B cell superantigen-like interaction of intravenous            immunoglobin (IVIG) with Fab fragments of V(H) 3-23 and 3-30/3-30.5             germline gene origin cloned from a patient with Kawasaki disease is             enhanced after IVIG therapy","","76.83","1e-96"
"","ABL14173","single chain antibody SN-24 [synthetic construct].","ABL14173","single chain antibody SN-24 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.71","1e-96"
"","GQ903551","Synthetic construct clone G119 human anti-CAIX antibody gene,            partial cds.","GQ903551","Synthetic construct clone G119 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","72.40","2e-96"
"","DQ250239","Synthetic construct clone NL2-8 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250239","Synthetic construct clone NL2-8 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.71","2e-96"
"","DQ250197","Synthetic construct clone EC-12 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250197","Synthetic construct clone EC-12 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.50","2e-96"
"","DQ250196","Synthetic construct clone EC-11 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250196","Synthetic construct clone EC-11 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.50","2e-96"
"","DQ250195","Synthetic construct clone EC-10 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250195","Synthetic construct clone EC-10 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.60","2e-96"
"","AY315939","Synthetic construct clone 83L7D immunoglobulin gamma light chain            variable region mRNA, partial cds.","AY315917","Synthetic construct clone 83L7D immunoglobulin lambda light chain            variable region mRNA, partial cds.","synthetic construct","Human antibodies from immunized donors are protective against            anthrax toxin in vivo","","69.60","3e-96"
"","DQ250225","Synthetic construct clone NC-2 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250225","Synthetic construct clone NC-2 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.10","3e-96"
"","AJ399811","Homo sapiens partial mRNA for thyroid peroxidase-specific            immunoglobulin heavy chain variable region (IGHV gene), clone A12.","AJ399851","Homo sapiens partial mRNA for thyroid peroxidase-specific            immunoglobulin lambda chain variable region (IGLV gene), clone A12.","Homo sapiens (human)","Thyroid peroxidase autoantibodies obtained from random single chain            FV libraries contain the same heavy/light chain combinations as             occur in vivo","","74.19","3e-96"
"","AY941915","Homo sapiens clone SC4085 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942062","Homo sapiens clone SC4085 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","74.30","4e-96"
"","AY099259","Homo sapiens isolate ELZ510 immunoglobulin heavy chain variable            region mRNA, partial cds.","AY099260","Homo sapiens isolate ELZ510 immunoglobulin lambda light chain            variable region mRNA, partial cds.","Homo sapiens (human)","Detection of antibodies against the four subtypes of Ebola virus in            sera from any species using a noval antibody-phage indicator assay","","77.64","5e-96"
"","AB114450","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:kh0002h.","AB114462","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:kh0002l.","Homo sapiens (human)","Isolation of Human Monoclonal Antibodies Neutralizing Human            Rotavirus","","72.73","5e-96"
